id,restaurant_id,date,Review,Rating,Comments
,12,05/07/16,“Great rib-eye steak.”,5,"I had a tiring day on Tuesday, up at 6am, worked through the day from 8am to 6pm. Had only small snacks during the day and felt ravenous at 10.pm. A very generous 12oz steak. With pepper sauce, French-fried onions, a lovely Malbec put energy into the wizened guest, with a perfect Etonian Strawberry Mess to finish."
,12,05/07/16,“Afternoon Tea”,4,Purchased a voucher for afternoon tea for 2 with a glass of champagne included. On arrival we were asked about any specific dietary requirements and although knowing it was afternoon tea my mum mentioned about being diabetic even though she knew they probably couldn’t do much for her however the waiter went to speak to the kitchen and they changed...
,13,05/07/16,“Excellent breakfast”,5,"I have been living in the Holiday Inn for more than a week and have enjoyed an outstanding breakfast daily. All of the serving staff has been friendly and attentive. The options offered are varied and you can ask for special things. There are lots of juices and a different smoothie option each day, fruits and meats, eggs, pancakes, sausages..."
,13,05/07/16,“Disappointing ”,2,Went to Marcos as promised to be the best restaurant close to our hotel in preference to the usuals such as Pizza Express. Staff friendly and decent service. Food disappointing. We opted for 2 courses for £20 and chose beef bourgignon got mains. The potato purée was lovely but the beef was pretty chewy
,13,05/07/16,“Belated Birthday Celebration ”,3,Nice modern restaurant with friendly accommodating staff. We were surprised at how reasonably priced the dishes were plus there is a 2 course menu option for £9.95. In the end we had 2 courses off the offer price menu and added a dessert! They obviously realised we were celebrating a birthday so the birthday girl's dessert arrived complete with happy...
,13,05/07/16,“Wonderful venue for birthday lunch”,5,"Food, service, ambiance, excellent. Even the table had been scattered with rose petals as the restaurant was advised upon booking that this was a special birthday treat. Highly recommend - one downside was that the metro was not running from city centre but this did not spoil our day"
,13,05/07/16,“Don't get done for parking!”,3,"Great restaurant but not ideally located. It is located inside a hotel. You walk through the hotel reception to get to the restaurant. No-one on reception tells you to pay and display! Hence after eating, three of our cars had parking tickets of £60.00!Very expensive food to start with never mind adding £180.00 parking fines. Restaurant did not want to..."
,13,05/07/16,“Father's Day Afternoon Tea Treat”,5,"We enjoyed a lovely champagne afternoon tea at Marco's New York Italian last Sunday - Father's Day. The restaurant is located within a new Holiday Inn hotel in Media City and the whole atmosphere was calm and relaxed - perfect for afternoon tea. The sandwiches, cakes and hot food nibbles were varied and beautifully served on a stand in the..."
,13,05/07/16,“Jays iftari treat”,4,Very nice place! Staff were very polite and kind we were late but they were very understanding! Staff tailored to halal diet! Food was very nice! Fabulous mocktails! Would definitely come again!
,13,05/07/16,“Amazing food”,5,As expected the food was amazing! I'm not usually a fan of restaurants in Hotel's but this is a really nice place! Really well presented with very professional staff! Excellent door and the early bird dinner offer is really reasonable!
,13,05/07/16,“Very nice dinner”,5,I ate here for a quick dinner after arriving late at the attached holiday inn. I had the mushroom pasta which I enjoyed - it had a really good amount of flavour. Other than that I just had water and a free drink the hotel had given me. Despite the fact that I arrived just before closing at 10pm the...
,13,05/07/16,“Check you have the correct food”,3,"Myself,my husband,and three others went on father s day for afternoon tea.three of us had the traditional one while the men had the gentlemen's one. We noticed the gentlemen's one was missing one ham roll and the mini fish & chips,we told the waitress who said she would go and see the chef.she later returned with the missing items. We..."
,14,05/07/16,“Portraits ”,3,"What's with all the self portraits of marco. I found this disconcerting. Pizza was nice even though marco was breathing down my neck. No ambience in lighting but that might have been so I could get a better look at Marco. If he looked like Megan Fox but he doesn't, More like a middle aged predator."
,14,05/07/16,“Excellent Menu Cooked Perfectly”,4,Having eaten at different Marco restaurant before we where not disappointed at this one. Great choice not too much to chose from and cooked well. Thoroughly enjoyable.
,14,05/07/16,“Very nice!”,4,"I enjoyed a two-course lunch with a business friend. Although the restaurant was quite busy - as you'd hope on a Thursday lunchtime - the service was friendly and efficient. My steak was excellent; I had the bourbon-marinated sirloin and it was flavoursome and cooked beautifully. The chips and salad were excellent, too. I enjoyed my dessert but, to be..."
,14,05/07/16,“Very nice indeed ”,4,"We hadn't planned to eat here but called in on a Saturday afternoon and got a table no problem. The setting is lovely, seated at a lovely table. All staff nice and friendly. Food was fabulous and cost not too bad. Service charge is added automatically. Would def return if in Leicester again."
,14,05/07/16,“Birthday dinner”,5,Our evening at the restaurant was amazing. The staff were very polite and friendly always helpful and nearby if we needed their assistance. Unfortunately I forgot to take their names but their service was exceptional as well the food?? Thank you everyone and my fiancé and I will definitely be back again.????????
,14,05/07/16,“Great Food and Surroundings”,5,"Lovely restaurant in the Leicester Mercure Hotel - decor modern but comfortable, service really good (always find hotel restaurants are a lot more impressive with their service!). Food was great - I had the fillet steak and for the very reasonable price, it was extremely taste. Varied menu with lots of options - our party had a mixed of the..."
,14,05/07/16,“Great Food & Atmosphere”,5,Food and service was excellent. Food was also delivered in a timely manner and was delicious. Restaurant atmosphere is also good with pleasant decoration and a good choice of background music.
,14,05/07/16,“Great ambience Great Food”,5,"This restaurant exudes quality and luxury. Great service from start to finish. Food : (Starter) Jumbo Shrimps, (Mains) Steak and Sweet potato Fries, (Dessert) Affogato. All the courses were brought in time with beautiful presentations. Jumbo Shrimps were sliced and grilled. Steak was my favourite course as it was cooked to absolute perfection (medium rare, as i like it) and..."
,14,05/07/16,“Great”,5,Good food and great service by the lovely chap with the funky hair do. We will definitely be back soon. Super food salad 10/10. I'm super fussy!!! I love to moan but I can't x
,15,05/07/16,“Not worth the visit”,1,"Oxford has many amazing places to eat - this isnt one of them. Came for a family dinner ready for a special Marco meal... What we got was an angry, somewhat condescending waiter telling us that this restaurant had nothing to do with marco, who was not a chef just an actor. This ruined the magic immediately. Our food was..."
,15,05/07/16,“First visit to Marcos New York Italian”,5,"In Oxford for a bit of shopping found us passing Marco's New York Italian. We popped in for an early lunch and were impressed with the layout, decor and service immediately. The menu has great options and a good wine list and we were very happy with our orders we both had the Burger, the staff informed us that it..."
,15,05/07/16,“A Barset of Trollopes ??”,5,"After an entertaining seminar focused on Dr Thorne a number of us adjourned to Marcos for dinner. We weren't disappointed. Excellent food, good service & enlightening conversation too. OK there was a complete mix up for one of our party but this was rectified in a dignified & appropriate manner. Parking was challenging. Moral of story: don't use a big..."
,15,05/07/16,“A bit of a let down”,2,"I was thrilled to find Marco's at the hotel I stayed in while in Oxford, and promised myself a special treat since I'd seen him on the telly so many times. I was even more excited by the prices on the menu, all of which seemed very promising indeed. It was a bit disappointing. The pastas were tasty, but as..."
,15,05/07/16,“Very disappointed”,2,"We dined at Marco's on 30/6/16. We took advantage of an offer of fish,chips and mushy peas with a pint for £9.95 a head. No doubt the deal was to draw customers into the restaurant. When the meal arrived the batter on the fish was well done to say the least and the French fries looked and tasted like oven..."
,15,05/07/16,“Very ordinary food unbefitting a named chef”,2,"We went here because of the reputation of the named chef. The decor was ordinary and the menu extremely trad. Even then, the food was poorly prepared and totally flavourless. To be avoided."
,15,05/07/16,“A dreadful meal”,1,"We had a quick lunch. The burger and the spaghetti were very mediocre. I have been served better in motorway services. The Ceasar salad was dreadful, truly awful. service was OK. Decor is clean and modern but pretty tasteless and made worse by endless pictures of MPW on every wall. The bathrooms were pretty grubby. would never go again."
,15,05/07/16,“Monday lunch in Marco Pierre restaurant”,1,"Very poor. Mediocre burger and spaghetti meals. Dreadful ceaser salad. The place was empty and the toilets were unclean and badly maintained. Staff nice and attentive. Don't bother going, we won't go again."
,15,05/07/16,“Poor service. Overall poor experience. ”,1,"Experience: Considering it is a Marco Pierre White's restaurant, there was no standards. Walked in just before noon but the waitress was vacuuming the back of the restaurant and then seemed annoyed when we had to yell out ""excuse me"" as she could not hear us. Half the time the waiters were behind the bar which is hidden and no..."
,15,05/07/16,“Perfect”,5,We have eaten here many times while my son has been at uni in Oxford - will be sorry to miss out on this regular treat now he's graduated! Always fabulous food and friendly and great service. Thank you!
,16,05/07/16,“It was a family birthday”,2,"How very dissapointed i was on saturday lunch time i was with the food , i have been a few time and found the food was gd . But not on saturday it is very overpriced for what u got and the food is not up to standard was not cooked nice the only thing what was gd was the..."
,16,05/07/16,“Could do better”,2,"Went here last night (Saturday 9th July) we've been a couple times before but left feeling disappointed (again). Starters; (buffalo wings and pulled pork nachos) were nice, wings could have done with a bit more caramelisation. Nachos were a winner. Mains; (fillet steak and New York chicken) steak was over cooked and £3.50 for peppercorn sauce is majorly overpriced. New..."
,16,05/07/16,“Worst restaurant in Kenilworth ”,1,"I rarely give a poor review, especially for a local business but our experience was so bad I can't hold back. For our first evening meal out since the birth of our son 6 months ago we decided to try Marco's for the first time...wish we'd read the reviews on here first. I also have to say I find some..."
,16,05/07/16,“Not bad but nothing special”,3,"Located in the Holiday Inn its not really somewhere that you would think of eating unless you were staying there. The surroundings are quite nice and the staff attentive and well trained. This is something I have noted at other ""Marco"" places. However, the food is not great it is only really average. Itaian food is easy to make generally..."
,16,05/07/16,“Good food but overpriced. ”,3,We ate here earlier this week as we were staying in the Holiday Inn (which is where the resteraunt is situated) and hadn't arranged anywhere for dinner. The food itself was tasty but far too expensive for what you got. I had the beetroot and goats cheese starter but 3-4 mouthfuls and it was gone. I had 1 glass of...
,16,05/07/16,"“A fabulous restaurant in the Holiday Inn,I consider it a great find.................”",5,"Originally branded as the De Montford Hotel on a recent visit to the old town I found it now trading as a Holiday Inn.In town at early lunchtime we decided to try the in house restaurant which is adjacent to the check in desk.Service was prompt and menu option were outlined by the young lady server.Steak,potatoes and side of home..."
,16,05/07/16,“Not what I expected ”,2,"Was staying in the Holiday Inn and decided to eat at Marcos for a family treat. The food was good and the service fine - although my sons ""Medium"" steak was almost raw - they did however take it back and cook it a bit more. My issue was that I was expecting something special but it was more akin..."
,16,05/07/16,“A good Italian American restaurant in Kenilworth”,4,"While staying in Kenilworth we had a meal in Marcos New York American Italian. We found the service very friendly and efficient. Rather restaurant is modern and airy. The menu is reasonably varied with pasta and pizza, streaks and a variety if other food. We shared dough balls and chicken wings for starter which we enjoyed very much. I had..."
,16,05/07/16,“Very Dissapointing”,2,"Having eaten and very much enjoyed Marco Pierre Whites Restaurants in Nottingham & London we thought we would try the one in the hotel Holiday Inn Kenilworth, what utter rubbish service very much hit & miss, food very expensive for what was served eventually. If you read this Marco i would suggest going over and taking a look as this..."
,16,05/07/16,“Expensive but worth it”,4,"Nice size portions - it is a bit pricey, but as least its fine dining with value given. Staff was nice and friendly."
,17,05/07/16,“Fabulous afternoon”,5,My husband and I had a fabulous 3 course meal at this restaurant. We were given a voucher and had to pay extra for side dishes and extra drinks but we knew this beforehand so it came as no surprise. The staff are very dedicated and made us feel special.
,17,05/07/16,“A very nice experience”,5,We had an excellent meal with minimum waiting and attentive service. Highly recommended. The food was excellent.
,17,05/07/16,“Divine!”,5,"Good location, was very easy to find it. Food was divine, fresh, delicious. Would recommend it 110%."
,17,05/07/16,“Weekend away”,5,"Amazing staff friendly & explained everything in full detail, amazing food , a great restaurant to be in, not rushed whilst eating"
,17,05/07/16,“MPW London Steak House”,4,"Went for dinner on a Friday (early evening) with a deal for a 3 course meal for two with a champagne cocktail. We upgraded to the VIP deal (adds wine, sides and coffee) and really enjoyed it all. I had the steak and my friend had the Beef Wellington we both loved all the food! Drinks were great as was..."
,17,05/07/16,“excellent”,5,We visited this restaurant recently for lunch and have to say that the food and service were excellent
,17,05/07/16,“Excellent food Customer Service”,5,Loved the experience~ however my only concern was our Son had booked this for us under Buy A Gift and the earliest time available to us was at 9.30pm-we had to rush our food in order to get the last train to Hampshire!
,17,05/07/16,“Not disappointed”,5,"After reading a few reviews online I was expecting to be a little disappointed by the food, however I was really pleasantly surprised by the quality and flavour of the steak I ordered. Service from our waiter, Elia, was great and he made us feel very welcome. I spent more than I'd have liked, but didn't feel short-changed."
,17,05/07/16,“Excellent food and exceptional service.”,5,Our server was exceptional and considerate even though it was extremely busy. The food was fantastic steak melts in your mouth. Would definitely recommend.
,17,05/07/16,“Excellent Restaurant”,4,"You will not find better service, it was a very pleasant experience and would fully recommend this venue."
,18,05/07/16,“Expensive and poor!”,1,"Very expensive for what and where it is. £30 for a steak..... Really. Quite a limited choice. Bland & tasteless, had better pasta dishes from Tesco."
,18,05/07/16,“First visit and will go again”,4,Went for a first meal at a Marco's restaurant and wasn't disappointed. Went on a late afternoon and although it was quite quiet it still had a pretty good atmosphere. The staff were excellent and the meal was very good and I would say was priced about what I would have expected. I will definately go again but will try...
,18,05/07/16,“Stay at Hotel”,5,"Stayed at hotel so meal was part of deal . What can I say food was great , all piping hot , great portions and fantastic staff ."
,18,05/07/16,“Dinner and breakfast”,4,"very clean and modern, friendly staff, food good and well cooked however a little bland and lacked flavour, the best meal was the Ribs and these were amazing!!!!"
,18,05/07/16,“Service excellent - food never cooked properly”,2,"Often I stay at the associated hotel with work so eat here as it is easy - so I always come in to the restaurant open minded of previous experiences. I have sent food back before, calzone served as a solid crab shell filled with watery mince for example, but always feel it's just a one off. Today I was..."
,18,05/07/16,“Such lovely staff ”,5,"I stayed at the hotel and was a bit sceptical about what the food would be like. It was in fact amazing, cooked with love to perfection. All staff were very attentive and couldn't do enough for me. If I would have to give any criticism it would be that when I asked for the Gluten Free menu, I was..."
,18,05/07/16,“Great experience”,5,"Visited Marcos New York Italian in Kegworth with my partner and really enjoyed it. The food was lovely, We both had the burger and it was huge, well cooked and very tasty. Looking around at the other meals the fish and ribs also looked great and portions were well sized. The decoration is inviting and the staff were friendly and..."
,18,05/07/16,“Good food & drink at a price”,4,Marco's is located in the BW Yew Lodge Hotel so you have no choice but to dine here unless you want a lengthy walk to other options. We ate here twice and experienced good quality wholesome food with descent size portions. The staff were generally cheerful and friendly with one isolated and unfortunate exception. The wine in particular came at...
,18,05/07/16,“Fantastic ”,5,"We had a fantastic meal. The staff were very welcoming and friendly. We both had steak, rare and you didn't need a knife to cut them. Them just melted on your mouth. Price I think was as I expected. We both had a 3 course meal with a bottle of wine and a pint of larger for about £115. It..."
,18,05/07/16,“Birthday dinner”,4,Good choice with heathy & naughty options. Quite traditional menu no real influence from New York or Italy in my opinion.
,19,05/07/16,“Not Marco's standard ”,2,Just took my wife's parents there for there 56th wedding anniversary and although it was ok nothing was above ok The table cloth was not changed from lunch and had splashes of the plaster sauce on it which was complemented by all the crumbs left. Wife didn't want to make a fuss so I quickly tidied it up and moved...
,19,05/07/16,“Mark and Michelle anniversary ”,5,Visited 2nd July staff was excellent food was excellent enjoy our visit very much will be back very soon
,19,05/07/16,“I will never try again”,1,I am writing this after just leaving .i am so disappointed with this resturant .the staff were very nice .the starters were large .the main courses are not nice .my cousin and I had the steak .the coating was thick and not nice at all .my husband had pasta and thought it was nothing special .i am at a loss...
,19,05/07/16,“Fine dining at the Holliday Inn”,4,This is a very nice restaurent located at the Holliday Inn near the Airport. The food is very good but the choice of vegetables is disapointing
,19,05/07/16,“Average”,3,"Food was ok, plentiful, service was good, floor was littered with food and napkins from a pervious sitting, we were first in on opening so restaurant hadn't been cleaned properly. All in all it was no better than a TGI Fridays"
,19,05/07/16,“The mighty are fallen”,1,"Was a time when Pierre Marco White cared so much about food, you felt he'd kill for it. No longer. This food makes Pizza Express look cutting edge. A Caesar salad should have really crisp Cos lettuce. I don't know what kind of lettuce I had but it was sad, miserable and old. The anchovies were fresh; that was nice...."
,19,05/07/16,"“Pierre, ehi Pierre! Where are you? ”",1,Bad food. Nice service. Carbonara without ingredients. And pasta without salt and overcooked. In the picture my colleague's face after his carbonara...and he's a cook. Marco Pierre you'd better come to check what happens here...!
,19,05/07/16,“Excellent!”,5,"2 course meal - food excellent, cannot fault it! Service great, free jugs of water on the table that the waiter kept refilling without us even having to ask. Lots of choice on the menu, good value for money. Would recommend and I cant wait to visit again."
,19,05/07/16,“Fantastic Birthday Meal”,5,"Had a meal with my family for my birthday at Marco's. We had such a lovely time. The food was amazing and the management and staff were all so friendly. Nothing was too much trouble for them. We all enjoyed the food, the service and the experience. Thanks to everyone at Marco's for making it such a memorable evening. I..."
,19,05/07/16,“Fantastic food!!!”,5,"I visited the restaurant with my family the other evening, what an amazing dining experience we had! The food was amazing and the service from all of the staff was fantastic, they were all so helpful and welcoming. I would highly recommend this restaurant to anyone! Well done!"
,20,05/07/16,"“Poor service, overcooked ChateauBriand and broken crockery in my starter!”",1,"Terrible experience (much better experience in Birmingham last year) - First drinks took 30 minutes to arrive - My starter contained broken crockery, chip off a plate or suchlike. - Duck pate starter full of lard. - Chateaubriand, asked for medium rare, received medium to well done. - Discretionary service charge automatically added. - Strawberry Daquiri was served too full,..."
,20,05/07/16,“Extremely disappointed”,1,"I cannot speak highly enough of the front of house staff. However, the Executive Chef on the other hand was a disgrace to the Marco Pierre White name! The shared starter we ordered - Fritto Misto - calamari, king prawns and scallops - arrived minus the scallops. The two main courses - chateaubriand for 2 and the cote de boeuf..."
,20,05/07/16,“Excellent food and service.”,5,"The resto had just created a new menu. The lamb and the chateaubriand are delicious options. Quality food, well presented and served by friendly helpful staff. Thanks to Lucy and her team."
,20,05/07/16,“Poor”,1,"I was given a gift voucher from my family to visit this restaurant. I had been looking forward to my evening for a long time. Restaurant is beautiful and relaxing and the food was good but nothing special and dessert was very poor. However service was extremely poor, we waited 20 to 30 minutes everytime we ordered drinks, dirty dishes..."
,20,05/07/16,“Fabulous ”,4,Restaurant was pretty empty but it was a Sunday night. Food quality and presentation was excellent and prompt and the staff very professional and friendly.
,20,05/07/16,“One of the best”,5,We had a dinner for four us and couldn't have wanted for more. Excellent food and the waitress (Megan) was brilliant. Knowledgable and engaging and the food was superb quality. Would highly recommend.
,20,05/07/16,“Bit average for the price”,3,"Starter of grilled Camembert was lovely, pint was ideal but the main, was only a burger, could've been much better. Was over done, basic salad, Chips were frozen and chucked in a fryer."
,20,05/07/16,“Lovely evening for my birthday ”,5,"So a friend wanted to take me out for my birthday. And suggested we go here. I didn't read any of the trip advisor comments before thankfully, but my experience was really nice. Called on the day and booked, very polite and no problems so far. Turned up to the venue. Now this is the only really negative, the car..."
,20,05/07/16,“Fantastic Birthday at Marco Pierre!”,5,"Just wanted to write an honest review about this restaurant.. We went for my mothers birthday and we had a fantastic time; the food is exceptional, the service was impeccable and the atmosphere was fantastic! The staff couldn't do enough for you...the food was literally incredible and worth every penny...I had a fillet steak and I would honestly say it..."
,20,05/07/16,“Could eat in a virtually empty restaurant”,1,Couldn't get a table in a 2/3 empty restaurant despite my company booking a table and my colleagues already seated. Differed to room service and predictably this experience was poor.
,21,05/07/16,“A lovely 2nd visit.”,5,"We visited on a busy Saturday evening for our second visit. The food was just as good as the first visit. I opted for the lamb instead of the steaks this time and was not dissapointed. The service was friendly , polite and although busy Edward our server made time to find out about each of his customers and made..."
,21,05/07/16,“Loved this place”,5,my partner and I have just had a little baby boy and this was our first date night since his arrival and we was not disappointed. We both opted for the fillet steak with veg and onion rings side. Every bring was cooked to perfection and quite easily the best steak I have eaten to date Some people see Marcos...
,21,05/07/16,“Lovely yet disappointing meal”,3,Came here a few weeks ago with my partner. The staff were very nice; they were incredibly attentive and very polite. The food was also amazing. My partner believed it was one of the best steaks he had ever had and my macaroni cheese was also lovely. The only thing that unfortunately ruined our meal was the smell of sewage...
,21,05/07/16,“Very good lunch”,4,"Had performed an internet search to find restaurants 1. close to TRCH 2. Open late for Dinner 3. Bookable on-line. So, this was found and a ""reconnaissance undertaken"" with lunch. Ate from the set menu which gave a good choice. All aspects were VERY GOOD - service, food quality, presentation and portion size, friendly and attentive service. The seating had..."
,21,05/07/16,“Fantastic Birthday”,5,"We visited on June 22 for a Meet and Greet lunch with Marco. Having never been to the Nottingham restaurant before it totally exceeded my expectations, the food was totally amazing and one of the best steaks I've ever had. The service was very professional, friendly, knowledgable and informative. Lots of smiley faces everywhere and it made a wonderful change..."
,21,05/07/16,“Excellent well worth it”,5,Excellent service. Food was sublime. Great hospitality. Waitresses were excellent and very helpful. Well worth it!
,21,05/07/16,“Second visit”,5,"The food is phenomenal, service is great, now the only place we go for steak out of anywhere in Derby or Nottingham"
,21,05/07/16,“Excellent service and quality food”,4,"Everything from walking in, being seated at our table (which was very elegant) ordering food and having quality assistance with the menu was very pleasant. I ordered the lamb and it was serviced with potatoe and a different but so tasty raspberry sauce (on the side) the lamb was cooked to perfection. I will say if you are hungry probably..."
,21,05/07/16,“Great service but expensive”,3,Could not fault the service here at all. The meal was enjoyable but I've had better steaks else where for the money. They were very tight with the mushrooms and no salad or veg on plate. We £125 for 2 people. We went for a pub lunch the following day and the steak was much nicer and a third of...
,21,05/07/16,“Tremendous!”,4,"Visited last Saturday- Dulce validated a incorrectly dated voucher extremely efficiently. She also received us, and showed us to a table dressed for my partners birthday dinner. Ambience tasteful and as usual quite aesthetic. We have been several times. Our waitress Karolina was great, couldn't do enough! Really appreciated when one of the staff bringing around a tray with all..."
,22,05/07/16,“Lovely Character Property in Surrey Style”,4,"This is quite a large place, old brick and rambling, very attractive and out of sight of the road. Mostly business travellers and there is a large and very private car park. The bar area is pretty and so is the restaurant. Both are quite expensive, but in line with the area. The food in the restaurant is above the..."
,22,05/07/16,“First rate”,5,"Excellent food served in lovely oak beamed surroundings. Good service, discreet but efficient and friendly. Good choice of wine."
,22,05/07/16,“Expected better.”,2,"Had a early reservation and the restaurant was empty but we were being rushed. We slowed the process down to suit us. By the time we left there were, and had been, only 10 other people dining (4 tables). The service was abysmal - some plates came out and we had to wait a few minutes for some others and..."
,22,05/07/16,“British old house”,3,"Spent almost 2 weeks at the hotel, had breakfast every morning and dinner several nights, could imagine Italian food would be nice from the hotel name Casa, however British Italian dishes were not so impressive from cocker perspective. I like the style that natural salt on butter and cold stone blade to put on, also brown bread was tasty. Recommend..."
,22,05/07/16,“Good but expensive”,3,"The restaurant is located in a left suburb with excellent parking facilities. The food was delicious but unfortunately not very good value for money. Although very nice, and it's true, you get what you pay for but on this occasion subsequently not. Service was good and efficient although quite slow at busy times - even a Tuesday evening. All in..."
,22,05/07/16,“Good standard restaurant but not quite perfect”,4,"We visited as a family of 6 members, two which are under 4 years of age. This was on the Mother's Day and we had already made reservations and special requests for the young children. The service was good but not great, considering the amount of people on the floor they was not always around when needed. We all had..."
,22,05/07/16,“restaurant was dirty and food awful”,1,"the cutlery was dirty, the lamps on the table looked dusky and as if someone had sneezed on them, got it change and the next one was just as bad and the staff did not even bother cleaning it, food came and it was as bad as the service, very dissapointed"
,22,05/07/16,“Fab For Afternoon Tea!”,4,Been here twice for afternoon tea and it was good on both occasions. Lovely food and nice restaurant.
,22,05/07/16,“Dining at its best”,5,"Since my review in 2014 I have visited this restaurant twice for Sunday lunch and the high standard we had experienced earlier (see Casa review) has been maintained, A well balanced Sunday lunch menu proved very good vim with large main portions backed up by attentive service meant we enjoyed our meal in relaxed but formal surrounding made for an..."
,22,05/07/16,“Lovely food and good service”,5,Visited here recently on a sunny sunday with friends for a celebratory meal. It was absolutely quiet with only one other family dining. Nonetheless the service was fantastic and the food was very good. Most people had the smoked mackerel salad to start which was beautifully dressed and had a lovely potato salad underneath. I think for the mains everyone...
,23,05/07/16,“Brilliant food”,5,The food in this restaurant is excellent and well worth the costs. Overall it is the staff that make this one of the nicest meals I've had
,23,05/07/16,"“Superb, can't fault it”",5,"We stayed as two couples and are here receiving superb attentive service with traditional Irish warmth and hospitality. We had a lovely meal that was served at an ideal pace, no rush but just timed right. The food was well presented and very good quality. The portions were good, I want a decent meal. Nice variety of dishes. We really..."
,23,05/07/16,“Great food and charming service”,5,"I've been here a number of times, with different groups of friends and family, and found it to be just wonderful. It's full of quiet charm and solid service. The waiter, for example, remembered the wine I was drinking months back. (One of Marco's favourite malbecs, according to the menu!) It's the little touches like that which make you feel..."
,23,05/07/16,“delicious”,5,"Great steak meal, booked as part of one of the hotel's deal's, cooked perfectly. Breakfast was cooked to order, there could have been a bit more choice, however the fry was delicious, with what tasted like home made soda and potato bread."
,23,05/07/16,"“Worth a visit, but doubt I'll be a regular? ”",4,"Big name attached to this restaurant along with big prices, you have to remember it's still park of the Park Avenue Hotel which is a very average Hotel in not the busiest part of Belfast. Despite location and prices, the food was very good and the staff were excellent. Worth a visit but not sure if this restaurant would be..."
,23,05/07/16,“Fantastic restaurant”,5,"Had a fab meal here with friends. For the main I had the haddock and my friends had the lamb, burger and steak. My friends had the pate and prawns and camembert for starters and there were no complaints. Food was beautifully presented, great tasting, good sized portions and very reasonable prices. The decor was lovely too and was very..."
,23,05/07/16,“Jewel in the Crown”,5,"What a pleasant surprise. I imagined any restaurent carrying the Marco Pierre White brand may be overly formal. Quite the contrary, the restaurent was delightfully relaxed. The tables were well arranged, so you got the feeling of an intimate, partially private atmosphere. The staff were completely attentive, happy to chat if required, sharing with you the enjoyment of the evening...."
,23,05/07/16,“Disappointed!”,2,"Took advantage of the £20 early bird menu! Starter Menu quite good - starters of kipper pate and squid/calamari good but had ordered battered fish and it was burnt, partner had burger which was very ordinary......returned fish and disappointed in way they dealt with complaint, little or no apology and replaced dish - server didn't appear to know we had..."
,23,05/07/16,“Wine and dine deal”,2,Saw £20 meal deal on face book and decided to give it a try. Very disappointed in the quality of the food. I oedered chicken Kiev and expected it to be restaurant quality. Unfortunately it was tasteless and reminded me of the type you would buy frozen from the local butcher. It was a full chicken breast but lacked garlic...
,23,05/07/16,“Nothing Special”,3,"The burgers and steaks were OK, but maybe it's not a good idea to order salmon in a steakhouse as it was overcooked! Lacks atmosphere as it's located in a hotel and feels very much like a hotel restaurant."
,24,05/07/16,“Slightly disappointed”,3,As I was staying the hotel I was looking forward to a meal here. I am a big fan of the Glasgow restaurant. This was ok. I had Calamri to start and the pork belly for main. The calamari were fine although the lemon felt a bit tired when I squeezed it as if I had one with no rid...
,24,05/07/16,“Great steak and top service!”,4,"It's my first visit to Mr White's, and I was impressed. I had the sirloin steak, which was perfectly cooked and tasted delicious - the chips are good, too. The service was quick and the staff are really friendly. Worth a visit."
,24,05/07/16,"“Moreish food, mediocre service.”",3,"The afternoon tea here is substantial and delicious, and the surroundings are striking and classy. It's a good job really, as in all other respects this was a lacklustre experience, hence the average score overall. Despite the fact I made the reservation a few weeks in advance, there was no record of our booking upon arrival, so it was lucky..."
,24,05/07/16,“Expensive for what you get”,4,"A bust restaurant with a rather limited menu. Normally good presentation and good quality, but sometimes they can be take their eye off the ball!"
,24,05/07/16,“Stunning food”,5,My husband and I had dinner for my birthday and we will definitely be returning. The staff were very helpful and knowledgeable and we did not at any time feel rushed. The food was absolutely gorgeous and the portion sizes great too. The service was swift and efficient and we would highly recommend to all.
,24,05/07/16,“Brilliant ”,5,"Came here for a meal with my boyfriend, the staff were incredibly polite. Our server for the night Diego was really friendly and just provided great service. For starters we had calamari and it was beautiful. The batter was crispy but not too crispy and the sauce it came with complimented the calamari beautifully. For mains I had grilled lamb..."
,24,05/07/16,“Great”,5,"Went here for my girlfriends birthday and it was great. The food was served quickly and tasted fantastic, as well as being a very reasonable price for what we had. Our server for the night was Diego and he was very good, polite and very friendly. Would definitely eat here again."
,24,05/07/16,“Wonderful Dinner”,5,"Ate here last night and enjoyed it from start to finish. The welcome at the bar, the restaurant, the attentive and affable staff (especially Mark) was spot on. The menu was extensive without being overwhelming. We had the rarebit with poached eggs and the French onion soup to start followed by the venison and cote de boeuf for mains. All..."
,24,05/07/16,"“A restaurant with excellent ambiance, superb service & high quality cuisine.”",5,"I had a business dinner with a colleague at ""Mr White's English Chophouse"" whilst staying the in Hotel La Tour, Birmingham in May 2016. The whole bar and dining area is very modern, trendy and has great ambiance. The service from the staff was of a high standard from the minute we arrived until the minute we left the restaurant...."
,24,05/07/16,“Amazing meal.”,5,"My wife and I stayed at the La tour Hotel for one night, which is a really good hotel. After looking around locally for a good restaurant to eat at night we chose to eat in the hotel because it started to rain. This is where Marco Pierre English Chop House is situated. This turned out to be a really..."
,25,05/07/16,“Average at best”,3,"Wasn't sure what to expect, but went in hoping to be amazed. Unfortunately, I wasn't. At best, the food is average. Not bad, but not wow."
